Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
Proof Generation/43000/256,0.2574898268933081,0.25267798379995837,0.2643851391599855,7.340296682442864e-3,3.958108795679933e-3,1.050050563220819e-2
Proof Generation/44000/256,0.1157380783782701,0.11155636960418747,0.12035768316248437,6.904590987616029e-3,3.7246920616289124e-3,1.1365148470612065e-2
Proof Generation/45000/256,9.233957707363663e-2,8.81819474559711e-2,9.747974332718615e-2,7.21793927057582e-3,4.234183183910723e-3,1.110680591586413e-2
Proof Generation/46000/256,0.17296640876536196,0.16971316374169068,0.17703348657485912,5.2005751436085415e-3,2.9633653009853837e-3,8.228579955214838e-3
Proof Generation/47000/256,0.10631005670134365,0.10304617024821885,0.11189216661955229,7.162598221974262e-3,3.5911070629849494e-3,1.0930079971205403e-2
Proof Generation/48000/256,0.1337619376413562,0.1265622703496931,0.14615537052081132,1.451015978969276e-2,7.930888839165722e-3,2.133021123391831e-2
Proof Generation/49000/256,0.12055434214164507,0.11859258234373726,0.12319076096873971,3.3779930525503496e-3,2.05175034848872e-3,5.289109043360421e-3
Proof Generation/50000/256,0.11409154848866303,0.1102228150106965,0.12063458751781973,7.801080120235086e-3,3.45940570705011e-3,1.2030498557697986e-2
Proof Generation/51000/256,0.16917912338365299,0.16706354562847667,0.17177814788368573,3.3923167097903027e-3,1.9428676030007251e-3,5.107162227125267e-3
Proof Generation/52000/256,0.15302335774520057,0.14842878079750357,0.156477950097603,5.646714097857835e-3,4.376975689286094e-3,7.91188424691615e-3
Proof Generation/53000/256,0.17149722544013146,0.16851551122788058,0.17539903379050276,4.961599446249971e-3,3.245973754858532e-3,7.0288801263913335e-3
Proof Generation/54000/256,0.17982989983055406,0.17472823664998283,0.18314679299442357,5.615593551598882e-3,3.395061930452086e-3,7.601441585194643e-3
Proof Generation/55000/256,0.1289120140053616,0.12116931807323478,0.13686035556874904,1.2190793336408344e-2,8.209316563028465e-3,1.7627096264426635e-2
Proof Generation/56000/256,0.3297307343433355,0.3218835493199549,0.3381886971000313,9.778149115160052e-3,6.072460139212563e-3,1.4030574548604747e-2
Proof Generation/57000/256,0.10988851006678017,0.10790293623584746,0.11155001104206898,2.9015850424967257e-3,1.9968293847450326e-3,4.7109970986346054e-3
Proof Generation/58000/256,0.17488945654285581,0.17216707765711892,0.17769811580958086,3.8650098153445722e-3,2.674497128378703e-3,5.126536424856521e-3
Proof Generation/59000/256,0.11761614159641096,0.11479486751300642,0.11878291081519281,2.6365727658046348e-3,9.561723161828446e-4,4.364962576558313e-3
Proof Generation/60000/256,0.22763881398338348,0.2222750136444347,0.23420513519448605,8.27719167068005e-3,5.9203821311006625e-3,1.1085845331813381e-2
Proof Generation/61000/256,0.16510987748712008,0.16075453263273196,0.17043289446666046,6.7781274852251085e-3,4.298066778916869e-3,1.0699742478574324e-2
Proof Generation/62000/256,0.14075496975508422,0.13795083916665613,0.14507032511220566,5.172673597134432e-3,3.6371278056700146e-3,6.967691865892917e-3
Proof Generation/63000/256,0.23095719795271508,0.22370524966648495,0.23920336350841276,1.066536629511404e-2,7.010408347047129e-3,1.7458809700495438e-2
Proof Generation/64000/256,0.18195098687772063,0.17839443414438594,0.18587932127772747,5.214399417688783e-3,4.018164648485369e-3,6.679506932569075e-3
Proof Generation/65000/256,0.19084434489168164,0.1832660752640878,0.19417212170827092,6.9938931835817715e-3,1.9756510301334575e-3,1.0159648078815534e-2
Proof Generation/66000/256,0.1502394854084735,0.1427047004917848,0.15641956710708524,9.950954083621667e-3,6.618086537098102e-3,1.5502833206041702e-2
Proof Generation/67000/256,0.37195649645837153,0.3489875491250132,0.3872068956667173,2.472285999948632e-2,1.468503382270223e-2,3.4955847755068575e-2
Proof Generation/68000/256,0.17782437114449545,0.16616926119459347,0.18267192119999687,1.0418769679482182e-2,1.2351033421913408e-3,1.5148382656215473e-2
Proof Generation/69000/256,0.258382140476671,0.25302386146665107,0.2605853219300161,4.3016936418444635e-3,1.010829100615996e-3,5.805869954483397e-3
Proof Generation/70000/256,0.24757290105662225,0.2380162603799545,0.26154705443329174,1.4467291693912749e-2,5.891012878262188e-3,2.0540541412484986e-2
Proof Generation/71000/256,0.2448219543233078,0.23729719933332186,0.2518368818033029,9.513117073371498e-3,7.51495939217538e-3,1.1819166905341426e-2
Proof Generation/72000/256,0.14465671802888555,0.1419994810816206,0.15067557436902593,5.617650502018707e-3,1.3952689520312497e-3,8.274965538774806e-3
Proof Generation/73000/256,0.1940845967971806,0.1883008183805335,0.1993085893332894,7.6866795940014904e-3,4.493247335992137e-3,1.199804734159327e-2
Proof Generation/74000/256,0.19690408514717697,0.19083746522490705,0.20406248842501404,8.942879714584628e-3,4.595249425176559e-3,1.3125838177692377e-2
Proof Generation/75000/256,0.22239334822217594,0.21398323299990807,0.23720386072219904,1.448874269404657e-2,6.055101342095191e-3,2.116292637967288e-2
Proof Generation/76000/256,0.2266272393277442,0.22216750455004708,0.2317787747777326,6.978396124852731e-3,3.61981957157634e-3,1.0730991301281688e-2
Proof Generation/77000/256,0.24269347025005877,0.2392845394001415,0.2448072606999631,3.413570379848508e-3,1.6097175594493598e-3,4.8339079039830864e-3
Proof Generation/78000/256,0.17568843555748365,0.16976004478569198,0.18517920588570375,1.078728406678897e-2,6.061487755989886e-3,1.4830281930031221e-2
Proof Generation/79000/256,0.63305205010415,0.6323370569999156,0.6342645345624476,1.1626832575751703e-3,1.5546949987310654e-4,1.4837729194464217e-3
Proof Generation/80000/256,0.2451617158066847,0.2312113000667523,0.25075334300667235,1.0927820966913462e-2,2.226325135601564e-3,1.5313301752963488e-2
Proof Generation/81000/256,0.1737738710567846,0.1682428641564908,0.18063468475679967,9.038587936420902e-3,6.353805623300596e-3,1.243362101516703e-2
Proof Generation/82000/256,0.29568106011334444,0.2752077052999084,0.3036595351800679,1.5785758547265553e-2,3.316808163342644e-3,2.119816582496135e-2
Proof Generation/83000/256,0.3747156199790993,0.35130829781246575,0.3942500750832778,2.4098645697165e-2,1.2199983750065257e-2,3.1025563847062003e-2
Proof Generation/84000/256,0.6033164692082286,0.5970150783750228,0.6099203939998574,8.19005134556792e-3,3.4880591491997723e-3,1.1064379626081734e-2
Proof Generation/85000/256,0.3632793351041528,0.3547820899998442,0.36652954560423723,5.845834034344298e-3,1.0151734583132566e-3,7.5060396285868206e-3
Proof Generation/86000/256,0.42263977708339934,0.41176115608349545,0.4290410417083687,1.0755287460160292e-2,4.443075784215064e-3,1.4783087417520383e-2
Proof Generation/87000/256,0.3954123510416612,0.383596915499993,0.4017691961250023,1.1344612879623897e-2,6.91476732736741e-4,1.3989028147518059e-2
Proof Generation/88000/256,0.2067697860471488,0.20105890594161466,0.213087953991563,8.803835411989772e-3,5.292844502863319e-3,1.4542716090156798e-2
Proof Generation/89000/256,0.22247883066668364,0.21666799983332416,0.22913866247223494,8.973773793761469e-3,5.391684179195619e-3,1.3356982413102313e-2
Proof Generation/90000/256,0.1620653575309738,0.15041981942859128,0.17905396890716466,2.0226572699814694e-2,6.632949591012863e-3,2.4906783199403155e-2
Proof Generation/91000/256,0.3481637520833563,0.2959678622500519,0.4247922302500342,7.389620870292676e-2,2.1372199459437198e-2,9.916904472396426e-2
Proof Generation/92000/256,0.2989918774033685,0.2804373136335016,0.3170301538266722,2.2657659152638402e-2,1.3022026644557788e-2,3.474508967932901e-2
Proof Generation/93000/256,0.33885538239590574,0.325038714875177,0.3485608214375304,1.3607239495439549e-2,5.2298269165476086e-3,1.810732607424242e-2
Proof Generation/94000/256,0.31951464467326784,0.2907873632665542,0.33520112993994644,2.8223265921324958e-2,9.515753769478098e-3,4.084061657409592e-2
Proof Generation/95000/256,0.39817592181248074,0.39116782474991396,0.4040042551874876,7.236327217579015e-3,5.375582745016035e-3,8.437371430626775e-3
Proof Generation/96000/256,0.2926568151032658,0.28063628651992983,0.29871533519990406,1.0377114244572761e-2,3.96240948133667e-3,1.501238051510741e-2
Proof Generation/97000/256,0.3173990708542173,0.2947496087501804,0.3459531570624961,2.850316189664383e-2,1.1163225333196664e-2,3.9416509868772605e-2
Proof Generation/98000/256,0.3003338840066423,0.2816577871332204,0.31907291002002697,2.4239971576516847e-2,1.4845631101022523e-2,3.538248570289008e-2
Proof Generation/99000/256,0.3962168294583061,0.3650527047500418,0.41871492441659564,3.2556763909900276e-2,1.6648888083390517e-2,4.559747159540437e-2
Proof Generation/100000/256,0.1947506409471531,0.18596577609712187,0.2035627066499728,1.2684541940126302e-2,8.85658894601918e-3,1.9308396787589683e-2
